season,team_id,team_slug,team_abbreviation,team_display_name,team_short_display_name,team_color,team_alternate_color,team_logo,athlete_id,uid,guid,full_name,display_name,short_name,first_name,last_name,jersey,position_abbreviation,position_name,position_id,height,weight,age,date_of_birth,birth_place_city,birth_place_state,birth_place_country,experience_years,experience_display_value,headshot_href,headshot_alt,link_web,status_id,status_name,status_type
2026,11,NA,PHX,Phoenix Mercury,NA,3c286e,NA,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,4704594,s:40~l:59~a:4704594,2dad6630-5c45-3e7b-85ce-0fbd64e45979,Marta Suarez,Marta Suarez,M. Suarez,Marta,Suarez,77,F,Forward,7,"6' 3""",NA,24,2002-05-07T07:00Z,Oviedo,NA,Spain,0,NA,https://a.espncdn.com/i/headshots/wnba/players/full/4704594.png,Marta Suarez,https://www.espn.com/wnba/player/_/id/4704594/marta-suarez,1,Active,active
2026,11,NA,PHX,Phoenix Mercury,NA,3c286e,NA,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,2529140,s:40~l:59~a:2529140,908608e9-31d4-62f2-dfe2-9fee9024e7e2,Alyssa Thomas,Alyssa Thomas,A. Thomas,Alyssa,Thomas,25,F,Forward,7,"6' 2""",203 lbs,34,1992-04-12T07:00Z,Camp Hill,PA,USA,13,NA,https://a.espncdn.com/i/headshots/wnba/players/full/2529140.png,Alyssa Thomas,https://www.espn.com/wnba/player/_/id/2529140/alyssa-thomas,1,Active,active
2026,11,NA,PHX,Phoenix Mercury,NA,3c286e,NA,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,4433424,s:40~l:59~a:4433424,f62cb32b-7172-3aca-9789-64ce2dc59655,Maddy Westbeld,Maddy Westbeld,M. Westbeld,Maddy,Westbeld,21,F,Forward,7,"6' 3""",NA,24,2002-02-10T08:00Z,Kettering,OH,USA,2,NA,https://a.espncdn.com/i/headshots/wnba/players/full/4433424.png,Maddy Westbeld,https://www.espn.com/wnba/player/_/id/4433424/maddy-westbeld,1,Active,active
2026,11,NA,PHX,Phoenix Mercury,NA,3c286e,NA,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,887,s:40~l:59~a:887,c74956ad-2490-b3c4-0cef-485fb49da1a6,Sami Whitcomb,Sami Whitcomb,S. Whitcomb,Sami,Whitcomb,33,G,Guard,3,"5' 10""",149 lbs,38,1988-07-20T07:00Z,Ventura,CA,USA,10,NA,https://a.espncdn.com/i/headshots/wnba/players/full/887.png,Sami Whitcomb,https://www.espn.com/wnba/player/_/id/887/sami-whitcomb,1,Active,active
2026,129689,NA,GS,Golden State Valkyries,NA,b38fcf,NA,https://a.espncdn.com/i/teamlogos/wnba/500/gs.png,4432834,s:40~l:59~a:4432834,e21b7842-97eb-3a69-9c04-699772356040,Laeticia Amihere,Laeticia Amihere,L. Amihere,Laeticia,Amihere,3,F,Forward,7,"6' 3""",185 lbs,25,2001-07-10T07:00Z,Mississauga,AB,Canada,4,NA,https://a.espncdn.com/i/headshots/wnba/players/full/4432834.png,Laeticia Amihere,https://www.espn.com/wnba/player/_/id/4432834/laeticia-amihere,1,Active,active
2026,129689,NA,GS,Golden State Valkyries,NA,b38fcf,NA,https://a.espncdn.com/i/teamlogos/wnba/500/gs.png,4398935,s:40~l:59~a:4398935,3cfb5941-68e7-722a-4525-aca3d5bdfb66,Veronica Burton,Veronica Burton,V. Burton,Veronica,Burton,22,G,Guard,3,"5' 9""",155 lbs,26,2000-07-12T07:00Z,Newton,MA,USA,5,NA,https://a.espncdn.com/i/headshots/wnba/players/full/4398935.png,Veronica Burton,https://www.espn.com/wnba/player/_/id/4398935/veronica-burton,1,Active,active
2026,129689,NA,GS,Golden State Valkyries,NA,b38fcf,NA,https://a.espncdn.com/i/teamlogos/wnba/500/gs.png,4065780,s:40~l:59~a:4065780,5c313370-69c4-be9d-a5b7-a4c005fc5ad7,Kaila Charles,Kaila Charles,K. Charles,Kaila,Charles,6,G,Guard,3,"6' 1""",168 lbs,28,1998-03-23T08:00Z,Glenn Dale,MD,USA,6,NA,https://a.espncdn.com/i/headshots/wnba/players/full/4065780.png,Kaila Charles,https://www.espn.com/wnba/player/_/id/4065780/kaila-charles,1,Active,active
2026,129689,NA,GS,Golden State Valkyries,NA,b38fcf,NA,https://a.espncdn.com/i/teamlogos/wnba/500/gs.png,4899328,s:40~l:59~a:4899328,29fe074b-4d7f-392e-b8e5-e5e44e035f0d,Kaitlyn Chen,Kaitlyn Chen,K. Chen,Kaitlyn,Chen,2,G,Guard,3,"5' 9""",NA,24,2002-02-22T08:00Z,San Marino,CA,USA,2,NA,https://a.espncdn.com/i/headshots/wnba/players/full/4899328.png,Kaitlyn Chen,https://www.espn.com/wnba/player/_/id/4899328/kaitlyn-chen,1,Active,active
2026,129689,NA,GS,Golden State Valkyries,NA,b38fcf,NA,https://a.espncdn.com/i/teamlogos/wnba/500/gs.png,4066546,s:40~l:59~a:4066546,8acbcca0-9cf8-7eb8-8498-eff662ac5410,Nadia Fingall,Nadia Fingall,N. Fingall,Nadia,Fingall,45,C,Center,9,"6' 4""",NA,28,1998-08-12T07:00Z,Navarre,FL,USA,0,NA,NA,NA,https://www.espn.com/wnba/player/_/id/4066546/nadia-fingall,1,Active,active
2026,129689,NA,GS,Golden State Valkyries,NA,b38fcf,NA,https://a.espncdn.com/i/teamlogos/wnba/500/gs.png,1054,s:40~l:59~a:1054,026e19c6-c575-58c9-3a66-5d0964edef64,Tiffany Hayes,Tiffany Hayes,T. Hayes,Tiffany,Hayes,15,G,Guard,3,"5' 10""",155 lbs,36,1989-09-20T07:00Z,Lakeland,FL,USA,14,NA,https://a.espncdn.com/i/headshots/wnba/players/full/1054.png,Tiffany Hayes,https://www.espn.com/wnba/player/_/id/1054/tiffany-hayes,1,Active,active
2026,129689,NA,GS,Golden State Valkyries,NA,b38fcf,NA,https://a.espncdn.com/i/teamlogos/wnba/500/gs.png,5277552,s:40~l:59~a:5277552,13e247d7-b5ca-3b2a-93f8-5c442a44b1d1,Juste Jocyte,Juste Jocyte,J. Jocyte,Juste,Jocyte,4,G,Guard,3,"6' 0""",NA,20,2005-11-19T08:00Z,NA,NA,NA,0,NA,NA,NA,https://www.espn.com/wnba/player/_/id/5277552/juste-jocyte,1,Active,active
2026,129689,NA,GS,Golden State Valkyries,NA,b38fcf,NA,https://a.espncdn.com/i/teamlogos/wnba/500/gs.png,4433634,s:40~l:59~a:4433634,264fd764-8c8a-3d08-b70b-02279aad2492,Ashten Prechtel,Ashten Prechtel,A. Prechtel,Ashten,Prechtel,11,F,Forward,7,"6' 5""",NA,25,2001-05-11T07:00Z,Colorado Springs,CO,USA,0,NA,https://a.espncdn.com/i/headshots/wnba/players/full/4433634.png,Ashten Prechtel,https://www.espn.com/wnba/player/_/id/4433634/ashten-prechtel,1,Active,active
2026,129689,NA,GS,Golden State Valkyries,NA,b38fcf,NA,https://a.espncdn.com/i/teamlogos/wnba/500/gs.png,4790263,s:40~l:59~a:4790263,3e54c9a6-1552-32ec-a6b5-7004bc25b567,Iliana Rupert,Iliana Rupert,I. Rupert,Iliana,Rupert,12,C,Center,9,"6' 4""",189 lbs,25,2001-07-12T07:00Z,NA,NA,NA,4,NA,https://a.espncdn.com/i/headshots/wnba/players/full/4790263.png,Iliana Rupert,https://www.espn.com/wnba/player/_/id/4790263/iliana-rupert,1,Active,active
2026,129689,NA,GS,Golden State Valkyries,NA,b38fcf,NA,https://a.espncdn.com/i/teamlogos/wnba/500/gs.png,4790264,s:40~l:59~a:4790264,ea04a1f9-4ef0-3d47-8345-30f7da76a396,Janelle Salaun,Janelle Salaun,J. Salaun,Janelle,Salaun,13,F,Forward,7,"6' 2""",NA,24,2001-09-05T07:00Z,NA,NA,NA,2,NA,https://a.espncdn.com/i/headshots/wnba/players/full/4790264.png,Janelle Salaun,https://www.espn.com/wnba/player/_/id/4790264/janelle-salaun,1,Active,active
2026,129689,NA,GS,Golden State Valkyries,NA,b38fcf,NA,https://a.espncdn.com/i/teamlogos/wnba/500/gs.png,4398577,s:40~l:59~a:4398577,164cc132-7996-c486-f786-778530375a18,Miela Sowah,Miela Sowah,M. Sowah,Miela,Sowah,7,G,Guard,3,"5' 10""",NA,26,2000-06-04T07:00Z,Rockhampton,QLD,Australia,0,NA,https://a.espncdn.com/i/headshots/wnba/players/full/4398577.png,Miela Sowah,https://www.espn.com/wnba/player/_/id/4398577/miela-sowah,1,Active,active
2026,129689,NA,GS,Golden State Valkyries,NA,b38fcf,NA,https://a.espncdn.com/i/teamlogos/wnba/500/gs.png,2590093,s:40~l:59~a:2590093,ff02b428-605d-3fb0-7683-98ff75fa0329,Kiah Stokes,Kiah Stokes,K. Stokes,Kiah,Stokes,41,C,Center,9,"6' 3""",191 lbs,33,1993-03-30T08:00Z,Cedar Rapids,IA,USA,11,NA,https://a.espncdn.com/i/headshots/wnba/players/full/2590093.png,Kiah Stokes,https://www.espn.com/wnba/player/_/id/2590093/kiah-stokes,1,Active,active
2026,129689,NA,GS,Golden State Valkyries,NA,b38fcf,NA,https://a.espncdn.com/i/teamlogos/wnba/500/gs.png,2529622,s:40~l:59~a:2529622,3b2b97b8-5d06-3965-8e22-0e04b6b268fc,Kayla Thornton,Kayla Thornton,K. Thornton,Kayla,Thornton,5,F,Forward,7,"6' 1""",190 lbs,33,1992-10-20T07:00Z,El Paso,TX,USA,11,NA,https://a.espncdn.com/i/headshots/wnba/players/full/2529622.png,Kayla Thornton,https://www.espn.com/wnba/player/_/id/2529622/kayla-thornton,1,Active,active
2026,129689,NA,GS,Golden State Valkyries,NA,b38fcf,NA,https://a.espncdn.com/i/teamlogos/wnba/500/gs.png,3142328,s:40~l:59~a:3142328,868dcf7a-2db5-cda3-48ae-7ee29c87f2c5,Gabby Williams,Gabby Williams,G. Williams,Gabby,Williams,1,F,Forward,7,"5' 11""",170 lbs,29,1996-09-09T07:00Z,Sparks,NV,USA,8,NA,https://a.espncdn.com/i/headshots/wnba/players/full/3142328.png,Gabby Williams,https://www.espn.com/wnba/player/_/id/3142328/gabby-williams,1,Active,active
2026,129689,NA,GS,Golden State Valkyries,NA,b38fcf,NA,https://a.espncdn.com/i/teamlogos/wnba/500/gs.png,4257500,s:40~l:59~a:4257500,a71dab93-a05b-f098-7c00-004a1030a9d5,Cecilia Zandalasini,Cecilia Zandalasini,C. Zandalasini,Cecilia,Zandalasini,24,F,Forward,7,"6' 2""",175 lbs,30,1996-03-16T08:00Z,Milan,NA,Italy,5,NA,https://a.espncdn.com/i/headshots/wnba/players/full/4257500.png,Cecilia Zandalasini,https://www.espn.com/wnba/player/_/id/4257500/cecilia-zandalasini,1,Active,active
2026,131935,NA,TOR,Toronto Tempo,NA,33476D,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,4001679,s:40~l:59~a:4001679,1edef572-e3fd-f1c7-db55-e7c6fee64967,Julie Allemand,Julie Allemand,J. Allemand,Julie,Allemand,22,G,Guard,3,"5' 10""",147 lbs,30,1996-07-07T07:00Z,Brussels,NA,Belgium,4,NA,https://a.espncdn.com/i/headshots/wnba/players/full/4001679.png,Julie Allemand,https://www.espn.com/wnba/player/_/id/4001679/julie-allemand,1,Active,active
2026,131935,NA,TOR,Toronto Tempo,NA,33476D,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,5364343,s:40~l:59~a:5364343,fa7af6bf-dda7-3195-849d-b37a0646b1c0,Ornella Bankole,Ornella Bankole,O. Bankole,Ornella,Bankole,33,G,Guard,3,"5' 11""",NA,28,1997-09-17T07:00Z,Auxerre,NA,France,0,NA,NA,NA,https://www.espn.com/wnba/player/_/id/5364343/ornella-bankole,1,Active,active
2026,131935,NA,TOR,Toronto Tempo,NA,33476D,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,3910470,s:40~l:59~a:3910470,19a25a88-6e22-a45f-ebff-dcb85b51a139,Maria Conde,Maria Conde,M. Conde,Maria,Conde,10,F,Forward,7,"6' 3""",NA,29,1997-01-14T08:00Z,Madrid,NA,Spain,0,NA,NA,NA,https://www.espn.com/wnba/player/_/id/3910470/maria-conde,1,Active,active
2026,131935,NA,TOR,Toronto Tempo,NA,33476D,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,2569044,s:40~l:59~a:2569044,6d7c1268-3b3a-65da-d424-2b536d7c2e82,Temi Fagbenle,Temi Fagbenle,T. Fagbenle,Temi,Fagbenle,14,C,Center,9,"6' 5""",180 lbs,33,1992-09-08T07:00Z,London,NA,England,6,NA,https://a.espncdn.com/i/headshots/wnba/players/full/2569044.png,Temi Fagbenle,https://www.espn.com/wnba/player/_/id/2569044/temi-fagbenle,1,Active,active
2026,131935,NA,TOR,Toronto Tempo,NA,33476D,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,4398766,s:40~l:59~a:4398766,87f39497-5da3-7552-9217-9e10b30bc450,Zaay Green,Zaay Green,Z. Green,Zaay,Green,00,G,Guard,3,"6' 2""",NA,26,2000-03-25T08:00Z,Duncanville,TX,USA,0,NA,https://a.espncdn.com/i/headshots/wnba/players/full/4398766.png,Zaay Green,https://www.espn.com/wnba/player/_/id/4398766/zaay-green,1,Active,active
2026,131935,NA,TOR,Toronto Tempo,NA,33476D,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,2566453,s:40~l:59~a:2566453,7bce1add-eedb-11c2-3284-1351968dabf2,Isabelle Harrison,Isabelle Harrison,I. Harrison,Isabelle,Harrison,21,F,Forward,7,"6' 5""",183 lbs,32,1993-09-27T07:00Z,Nashville,TN,USA,9,NA,https://a.espncdn.com/i/headshots/wnba/players/full/2566453.png,Isabelle Harrison,https://www.espn.com/wnba/player/_/id/2566453/isabelle-harrison,1,Active,active
2026,131935,NA,TOR,Toronto Tempo,NA,33476D,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,5345444,s:40~l:59~a:5345444,2a592264-7e41-3bf1-b764-9e18529bb8a7,Laura Juskaite,Laura Juskaite,L. Juskaite,Laura,Juskaite,2,F,Forward,7,"6' 4""",NA,28,1997-09-22T07:00Z,NA,NA,NA,0,NA,https://a.espncdn.com/i/headshots/wnba/players/full/5345444.png,Laura Juskaite,https://www.espn.com/wnba/player/_/id/5345444/laura-juskaite,1,Active,active
2026,131935,NA,TOR,Toronto Tempo,NA,33476D,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,4434020,s:40~l:59~a:4434020,3c773812-ecda-3552-9481-5ddc79600200,Teonni Key,Teonni Key,T. Key,Teonni,Key,7,F,Forward,7,"6' 5""",NA,23,2003-07-10T07:00Z,Cary,NC,USA,0,NA,https://a.espncdn.com/i/headshots/wnba/players/full/4434020.png,Teonni Key,https://www.espn.com/wnba/player/_/id/4434020/teonni-key,1,Active,active
2026,131935,NA,TOR,Toronto Tempo,NA,33476D,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,3904576,s:40~l:59~a:3904576,1bce47f0-de18-db37-1f24-f707afb155a8,Marina Mabrey,Marina Mabrey,M. Mabrey,Marina,Mabrey,3,G,Guard,3,"6' 1""",170 lbs,29,1996-09-14T07:00Z,Belmar,NJ,USA,8,NA,https://a.espncdn.com/i/headshots/wnba/players/full/3904576.png,Marina Mabrey,https://www.espn.com/wnba/player/_/id/3904576/marina-mabrey,1,Active,active
2026,131935,NA,TOR,Toronto Tempo,NA,33476D,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,4684384,s:40~l:59~a:4684384,b03d1b88-edb6-387f-b7bd-60905928eb2c,Aneesah Morrow,Aneesah Morrow,A. Morrow,Aneesah,Morrow,24,F,Forward,7,"6' 1""",NA,23,2003-02-02T08:00Z,Chicago,IL,USA,2,NA,https://a.espncdn.com/i/headshots/wnba/players/full/4684384.png,Aneesah Morrow,https://www.espn.com/wnba/player/_/id/4684384/aneesah-morrow,1,Active,active
2026,131935,NA,TOR,Toronto Tempo,NA,33476D,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,3142327,s:40~l:59~a:3142327,01ff0298-57dc-dfde-af86-c862df599b40,Kia Nurse,Kia Nurse,K. Nurse,Kia,Nurse,11,G,Guard,3,"6' 1""",181 lbs,30,1996-02-22T08:00Z,Hamilton,ON,Canada,8,NA,https://a.espncdn.com/i/headshots/wnba/players/full/3142327.png,Kia Nurse,https://www.espn.com/wnba/player/_/id/3142327/kia-nurse,1,Active,active
2026,131935,NA,TOR,Toronto Tempo,NA,33476D,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,4565505,s:40~l:59~a:4565505,527099c9-b18c-356a-a939-b950af0427c5,Kiki Rice,Kiki Rice,K. Rice,Kiki,Rice,1,G,Guard,3,"5' 11""",NA,22,2004-01-14T08:00Z,Bethesda,MD,USA,0,NA,https://a.espncdn.com/i/headshots/wnba/players/full/4565505.png,Kiki Rice,https://www.espn.com/wnba/player/_/id/4565505/kiki-rice,1,Active,active
2026,131935,NA,TOR,Toronto Tempo,NA,33476D,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,4398768,s:40~l:59~a:4398768,d802dec8-8c30-07a9-d761-20123ed66d35,Nyara Sabally,Nyara Sabally,N. Sabally,Nyara,Sabally,8,F,Forward,7,"6' 5""",204 lbs,26,2000-02-26T08:00Z,Berlin,NA,Germany,4,NA,https://a.espncdn.com/i/headshots/wnba/players/full/4398768.png,Nyara Sabally,https://www.espn.com/wnba/player/_/id/4398768/nyara-sabally,1,Active,active
2026,131935,NA,TOR,Toronto Tempo,NA,33476D,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,2988756,s:40~l:59~a:2988756,b8564ef4-7521-235a-57d1-0262eb11d1fb,Brittney Sykes,Brittney Sykes,B. Sykes,Brittney,Sykes,20,G,Guard,3,"5' 11""",154 lbs,32,1994-02-07T08:00Z,Newark,NJ,USA,10,NA,https://a.espncdn.com/i/headshots/wnba/players/full/2988756.png,Brittney Sykes,https://www.espn.com/wnba/player/_/id/2988756/brittney-sykes,1,Active,active
2026,132052,NA,POR,Portland Fire,NA,cee5eb,NA,https://a.espncdn.com/i/teamlogos/wnba/500/por.png,4703794,s:40~l:59~a:4703794,6259bc38-22d1-3564-bd88-eaf13345c7eb,Sarah Ashlee Barker,Sarah Ashlee Barker,S. Barker,Sarah Ashlee,Barker,3,G,Guard,3,"6' 0""",NA,24,2001-09-10T07:00Z,Birmingham,AL,USA,2,NA,https://a.espncdn.com/i/headshots/wnba/players/full/4703794.png,Sarah Ashlee Barker,https://www.espn.com/wnba/player/_/id/4703794/sarah-ashlee-barker,1,Active,active
2026,132052,NA,POR,Portland Fire,NA,cee5eb,NA,https://a.espncdn.com/i/teamlogos/wnba/500/por.png,5105406,s:40~l:59~a:5105406,52f94a97-def2-3e09-946b-ae3fc49c7244,Frieda Buhner,Frieda Buhner,F. Buhner,Frieda,Buhner,20,F,Forward,7,"6' 1""",NA,22,2004-05-28T07:00Z,Osnabruck,NA,Germany,0,NA,https://a.espncdn.com/i/headshots/wnba/players/full/5105406.png,Frieda Buhner,https://www.espn.com/wnba/player/_/id/5105406/frieda-buhner,1,Active,active
2026,132052,NA,POR,Portland Fire,NA,cee5eb,NA,https://a.espncdn.com/i/teamlogos/wnba/500/por.png,3906972,s:40~l:59~a:3906972,45bb9001-d6d5-f987-3e64-fe45e12895f8,Bridget Carleton,Bridget Carleton,B. Carleton,Bridget,Carleton,6,F,Forward,7,"6' 2""",179 lbs,29,1997-05-22T07:00Z,Chatham,ON,Canada,8,NA,https://a.espncdn.com/i/headshots/wnba/players/full/3906972.png,Bridget Carleton,https://www.espn.com/wnba/player/_/id/3906972/bridget-carleton,1,Active,active
2026,132052,NA,POR,Portland Fire,NA,cee5eb,NA,https://a.espncdn.com/i/teamlogos/wnba/500/por.png,3934218,s:40~l:59~a:3934218,090b8e9f-23ec-2850-c9d9-3c7065351537,Megan DiLeo,Megan DiLeo,M. DiLeo,Megan,DiLeo,17,C,Center,9,"6' 4""",195 lbs,29,1996-12-13T08:00Z,Port Wing,WI,USA,8,NA,https://a.espncdn.com/i/headshots/wnba/players/full/3934218.png,Megan DiLeo,https://www.espn.com/wnba/player/_/id/3934218/megan-dileo,1,Active,active
2026,132052,NA,POR,Portland Fire,NA,cee5eb,NA,https://a.espncdn.com/i/teamlogos/wnba/500/por.png,4398729,s:40~l:59~a:4398729,b2eb4e85-2965-f2b9-519a-c12058d48430,Emily Engstler,Emily Engstler,E. Engstler,Emily,Engstler,21,F,Forward,7,"6' 1""",180 lbs,26,2000-05-01T07:00Z,New York,NY,USA,5,NA,https://a.espncdn.com/i/headshots/wnba/players/full/4398729.png,Emily Engstler,https://www.espn.com/wnba/player/_/id/4398729/emily-engstler,1,Active,active
2026,132052,NA,POR,Portland Fire,NA,cee5eb,NA,https://a.espncdn.com/i/teamlogos/wnba/500/por.png,4433795,s:40~l:59~a:4433795,96865a84-9cac-3ca0-9525-04367218dd7b,Sania Feagin,Sania Feagin,S. Feagin,Sania,Feagin,1,F,Forward,7,"6' 3""",NA,23,2003-03-15T08:00Z,Ellenwood,GA,USA,2,NA,https://a.espncdn.com/i/headshots/wnba/players/full/4433795.png,Sania Feagin,https://www.espn.com/wnba/player/_/id/4433795/sania-feagin,1,Active,active
2026,132052,NA,POR,Portland Fire,NA,cee5eb,NA,https://a.espncdn.com/i/teamlogos/wnba/500/por.png,4682797,s:40~l:59~a:4682797,02e432d5-84c9-3937-8dda-7038d7340286,Luisa Geiselsoder,Luisa Geiselsoder,L. Geiselsoder,Luisa,Geiselsoder,15,C,Center,9,"6' 4""",NA,26,2000-02-10T08:00Z,Ansbach,NA,Germany,2,NA,https://a.espncdn.com/i/headshots/wnba/players/full/4682797.png,Luisa Geiselsoder,https://www.espn.com/wnba/player/_/id/4682797/luisa-geiselsoder,1,Active,active
2026,132052,NA,POR,Portland Fire,NA,cee5eb,NA,https://a.espncdn.com/i/teamlogos/wnba/500/por.png,5108051,s:40~l:59~a:5108051,d44d111a-6d98-318b-b77c-1faadbcd7a37,Jordan Harrison,Jordan Harrison,J. Harrison,Jordan,Harrison,2,G,Guard,3,"5' 6""",NA,22,2004-04-26T07:00Z,Oklahoma City,OK,USA,0,NA,NA,NA,https://www.espn.com/wnba/player/_/id/5108051/jordan-harrison,1,Active,active
